JOURNAL ENTRY NO	PERIOD/YEAR	JOURNAL ENTRY DESCRIPTION	DIVISION	ACCOUNT	TASK	ACCOUNT	DESCRIPTION	DATE	DEBIT	CREDIT
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	207119				12/05/20	8527.62	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	207119				12/05/20	8445.91	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	131001				12/05/20	8352.99	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	202101				12/05/20	7500	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	210900				12/05/20	7054.67	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	410	218102				12/05/20	6383.88	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	131490				12/05/20	6052.26	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	410	101010				12/05/20	5502.76	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	131410				12/05/20	5502.76	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	131180				12/05/20	5000	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	115111				12/05/20	4552.97	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	271000				12/05/20	4406	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218108				12/05/20	3762	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	218125				12/05/20	3501.01	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	270000				12/05/20	3038.8	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	131180				12/05/20	2440.79	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	202101				12/05/20	2242.94	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	232904				12/05/20	1086.78	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	320	103206				12/05/20	1053.72	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	102108				12/05/20	979.48	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	221000				12/05/20	919	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	216101				12/05/20	636.02	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218888				12/05/20	562.49	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	270000				12/05/20	208.8	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	101030				12/05/20	55.75	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	103207				12/05/20	32.25	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	101111				12/05/20	23.74	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	270000				12/05/20	0.2	0
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	101010				12/05/20	0	6294446.06
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	270000				12/05/20	0	4082937.15
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	207001				12/05/20	0	3783312.25
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	271000				12/05/20	0	3172460.49
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	251001				12/05/20	0	2125025.11
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	271000				12/05/20	0	1878123.26
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	270000				12/05/20	0	1306225.21
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	207001				12/05/20	0	1255099.22
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	270000				12/05/20	0	853111.05
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	208150				12/05/20	0	843206.36
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	117440				12/05/20	0	804400.69
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	165915				12/05/20	0	767665.5
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	320	207001				12/05/20	0	761961.17
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	207001				12/05/20	0	749997.61
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	103214				12/05/20	0	724674.71
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	202101				12/05/20	0	719054.37
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	131180				12/05/20	0	684577.01
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	207001				12/05/20	0	628800.31
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207320				12/05/20	0	626271.71
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	320	251001				12/05/20	0	548325.68
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	207320				12/05/20	0	536181.92
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	239900				12/05/20	0	509834.5
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	202101				12/05/20	0	502408.76
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	207001				12/05/20	0	493305.84
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	271000				12/05/20	0	446837.49
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	101020				12/05/20	0	432161.39
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	202101				12/05/20	0	426138.11
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	901	163910				12/05/20	0	416373.13
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	271000				12/05/20	0	415070.09
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	210900				12/05/20	0	390115.4
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	901	163900				12/05/20	0	388647.08
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	131440				12/05/20	0	344972.95
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	251000				12/05/20	0	344972.95
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	270000				12/05/20	0	300487
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	131001				12/05/20	0	288676.14
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	207450				12/05/20	0	286211.13
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	271000				12/05/20	0	282401.53
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	117111				12/05/20	0	254237.57
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	115111				12/05/20	0	248819.36
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	270000				12/05/20	0	247912.9
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	207118				12/05/20	0	220457.05
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	207001				12/05/20	0	206355.73
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218111				12/05/20	0	172605.86
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	203109				12/05/20	0	166545
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207440				12/05/20	0	158891.8
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	131001				12/05/20	0	158803.73
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	103208				12/05/20	0	156204.3
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	251000				12/05/20	0	147672.4
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	208104				12/05/20	0	143287.03
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	131001				12/05/20	0	142882.8
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	202111				12/05/20	0	138927.46
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	165958				12/05/20	0	134687.25
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	251001				12/05/20	0	120888.43
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	901	167900				12/05/20	0	115402.2
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	202101				12/05/20	0	101105.46
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	202101				12/05/20	0	97802.3
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207230				12/05/20	0	97352.23
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207118				12/05/20	0	91658.07
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	251001				12/05/20	0	85865.76
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207165				12/05/20	0	75469.25
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	290000				12/05/20	0	75280.68
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	270000				12/05/20	0	72714.04
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	320	270000				12/05/20	0	71854.88
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	115105				12/05/20	0	71124.83
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	239900				12/05/20	0	69522.89
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	155102				12/05/20	0	69006.99
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207001				12/05/20	0	68642.11
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218124				12/05/20	0	65386.49
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	232924				12/05/20	0	59125
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	251001				12/05/20	0	57707.27
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	271000				12/05/20	0	55297.81
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	207450				12/05/20	0	53882.74
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	115113				12/05/20	0	51500.37
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	101010				12/05/20	0	49618.02
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	410	165944				12/05/20	0	48142
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218122				12/05/20	0	47990.21
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	207180				12/05/20	0	44910
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	230	103213				12/05/20	0	43600.7
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	131440				12/05/20	0	42719.83
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	205100				12/05/20	0	38513.74
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	207490				12/05/20	0	37391.63
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	207440				12/05/20	0	36081.02
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	208102				12/05/20	0	32122.15
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	270000				12/05/20	0	30387.78
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	271000				12/05/20	0	27674.67
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	320	205100				12/05/20	0	27393.56
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	207001				12/05/20	0	24228.98
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	271000				12/05/20	0	24037.04
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	131118				12/05/20	0	22403
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	131119				12/05/20	0	21121.9
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	207440				12/05/20	0	19761.64
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	320	131440				12/05/20	0	17834.84
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	216102				12/05/20	0	17656.5
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	131450				12/05/20	0	14839.99
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	141101				12/05/20	0	13501.71
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	207001				12/05/20	0	12058.32
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	290000				12/05/20	0	10265.55
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	141102				12/05/20	0	9692.51
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	270000				12/05/20	0	9533
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218105				12/05/20	0	9027.2
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	207118				12/05/20	0	8643.68
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	131450				12/05/20	0	8527.62
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	131490				12/05/20	0	8527.62
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	131180				12/05/20	0	8445.77
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	101010				12/05/20	0	7912.23
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	210900				12/05/20	0	6904.52
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	176	133132				12/05/20	0	6306.99
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	207118				12/05/20	0	6052.26
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	156901				12/05/20	0	6000
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	203103				12/05/20	0	5637.92
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	410	207440				12/05/20	0	5502.76
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	450	165959				12/05/20	0	5398.87
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	207440				12/05/20	0	5000
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	250078				12/05/20	0	5000
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	202101				12/05/20	0	4406
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	410	271000				12/05/20	0	4107.76
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	203104				12/05/20	0	3714.82
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218119				12/05/20	0	3178.62
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	119	270000				12/05/20	0	3038.8
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	220166				12/05/20	0	3032.86
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	207118				12/05/20	0	2440.68
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	410	202101				12/05/20	0	2276.12
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	490	271000				12/05/20	0	2117.16
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	118	251001				12/05/20	0	2016.36
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	271000				12/05/20	0	1622.25
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	232902				12/05/20	0	1403.56
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218117				12/05/20	0	1394.77
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	203111				12/05/20	0	762
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	203112				12/05/20	0	518
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	951	232905				12/05/20	0	371.89
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	203110				12/05/20	0	293
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218114				12/05/20	0	214.56
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	165	270000				12/05/20	0	208.8
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	001	218104				12/05/20	0	1
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	440	270000				12/05/20	0	0.78
CLOSE YR	1/20	TRANSFER 13TH PERIOD BAL	180	270000				12/05/20	0	0.27
NEW YEAR	1/20	BEGINNING BALANCE	951	181000				10/29/19	23251858.94	0
NEW YEAR	1/20	BEGINNING BALANCE	901	170910				10/29/19	21648027.52	0
NEW YEAR	1/20	BEGINNING BALANCE	901	162910				10/29/19	11405373.83	0
NEW YEAR	1/20	BEGINNING BALANCE	440	170958				10/29/19	10380723.68	0
NEW YEAR	1/20	BEGINNING BALANCE	901	162912				10/29/19	7872003.79	0
NEW YEAR	1/20	BEGINNING BALANCE	440	251001				10/29/19	7135286.44	0
NEW YEAR	1/20	BEGINNING BALANCE	440	115410				10/29/19	6785869.02	0
NEW YEAR	1/20	BEGINNING BALANCE	001	101010				10/29/19	6649577.64	0
NEW YEAR	1/20	BEGINNING BALANCE	230	131001				10/29/19	6626815.02	0
NEW YEAR	1/20	BEGINNING BALANCE	440	170913				10/29/19	5955321.86	0
NEW YEAR	1/20	BEGINNING BALANCE	440	170959				10/29/19	5055026.38	0
NEW YEAR	1/20	BEGINNING BALANCE	440	272000				10/29/19	4638647.02	0
NEW YEAR	1/20	BEGINNING BALANCE	951	190000				10/29/19	3840956.4	0
NEW YEAR	1/20	BEGINNING BALANCE	440	169944				10/29/19	3507000.93	0
NEW YEAR	1/20	BEGINNING BALANCE	440	131001				10/29/19	3437386.25	0
NEW YEAR	1/20	BEGINNING BALANCE	230	103215				10/29/19	3328218.97	0
NEW YEAR	1/20	BEGINNING BALANCE	440	166915				10/29/19	3145227.56	0
NEW YEAR	1/20	BEGINNING BALANCE	901	161910				10/29/19	2980457.08	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131230				10/29/19	2814510.67	0
NEW YEAR	1/20	BEGINNING BALANCE	001	251001				10/29/19	2426004.86	0
NEW YEAR	1/20	BEGINNING BALANCE	901	169910				10/29/19	2114944.43	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131440				10/29/19	1986370.27	0
NEW YEAR	1/20	BEGINNING BALANCE	176	131001				10/29/19	1952883.37	0
NEW YEAR	1/20	BEGINNING BALANCE	450	101010				10/29/19	1940226.68	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166922				10/29/19	1825160.13	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131320				10/29/19	1715566.09	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131490				10/29/19	1657515.09	0
NEW YEAR	1/20	BEGINNING BALANCE	118	131001				10/29/19	1654252.14	0
NEW YEAR	1/20	BEGINNING BALANCE	410	131001				10/29/19	1647571.63	0
NEW YEAR	1/20	BEGINNING BALANCE	118	131440				10/29/19	1570549.21	0
NEW YEAR	1/20	BEGINNING BALANCE	440	166932				10/29/19	1449328.98	0
NEW YEAR	1/20	BEGINNING BALANCE	410	271000				10/29/19	1338197.05	0
NEW YEAR	1/20	BEGINNING BALANCE	230	251001				10/29/19	1283744.32	0
NEW YEAR	1/20	BEGINNING BALANCE	440	101030				10/29/19	1241984.55	0
NEW YEAR	1/20	BEGINNING BALANCE	440	131410				10/29/19	1225934.03	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131450				10/29/19	1201516.4	0
NEW YEAR	1/20	BEGINNING BALANCE	320	271000				10/29/19	1010927.92	0
NEW YEAR	1/20	BEGINNING BALANCE	450	115410				10/29/19	851637.8	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131176				10/29/19	804814.67	0
NEW YEAR	1/20	BEGINNING BALANCE	180	131001				10/29/19	787788.46	0
NEW YEAR	1/20	BEGINNING BALANCE	119	131001				10/29/19	756505.86	0
NEW YEAR	1/20	BEGINNING BALANCE	490	131001				10/29/19	736930.69	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131180				10/29/19	730159.56	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166910				10/29/19	725437.86	0
NEW YEAR	1/20	BEGINNING BALANCE	230	103214				10/29/19	724674.71	0
NEW YEAR	1/20	BEGINNING BALANCE	320	131440				10/29/19	663240.74	0
NEW YEAR	1/20	BEGINNING BALANCE	180	101010				10/29/19	578666.48	0
NEW YEAR	1/20	BEGINNING BALANCE	490	103212				10/29/19	536181.92	0
NEW YEAR	1/20	BEGINNING BALANCE	440	190000				10/29/19	523766.6	0
NEW YEAR	1/20	BEGINNING BALANCE	440	220166				10/29/19	522888.38	0
NEW YEAR	1/20	BEGINNING BALANCE	440	166972				10/29/19	513044.69	0
NEW YEAR	1/20	BEGINNING BALANCE	901	180910				10/29/19	482672.1	0
NEW YEAR	1/20	BEGINNING BALANCE	001	251000				10/29/19	432272.89	0
NEW YEAR	1/20	BEGINNING BALANCE	001	101020				10/29/19	431016.73	0
NEW YEAR	1/20	BEGINNING BALANCE	440	170957				10/29/19	427683.88	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131410				10/29/19	417629.62	0
NEW YEAR	1/20	BEGINNING BALANCE	450	131440				10/29/19	417374.25	0
NEW YEAR	1/20	BEGINNING BALANCE	118	207001				10/29/19	374403.1	0
NEW YEAR	1/20	BEGINNING BALANCE	001	131119				10/29/19	361477.13	0
NEW YEAR	1/20	BEGINNING BALANCE	450	251001				10/29/19	360032.28	0
NEW YEAR	1/20	BEGINNING BALANCE	490	251001				10/29/19	357549.21	0
NEW YEAR	1/20	BEGINNING BALANCE	450	166973				10/29/19	349705.03	0
NEW YEAR	1/20	BEGINNING BALANCE	180	131440				10/29/19	344972.95	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166941				10/29/19	344790.29	0
NEW YEAR	1/20	BEGINNING BALANCE	410	166971				10/29/19	343687.2	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166927				10/29/19	338484.74	0
NEW YEAR	1/20	BEGINNING BALANCE	440	250078				10/29/19	335718.86	0
NEW YEAR	1/20	BEGINNING BALANCE	230	103208				10/29/19	333253.92	0
NEW YEAR	1/20	BEGINNING BALANCE	165	131001				10/29/19	327059.57	0
NEW YEAR	1/20	BEGINNING BALANCE	165	101010				10/29/19	320603.97	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166912				10/29/19	306319.92	0
NEW YEAR	1/20	BEGINNING BALANCE	230	270000				10/29/19	297202.69	0
NEW YEAR	1/20	BEGINNING BALANCE	001	115111				10/29/19	295512.79	0
NEW YEAR	1/20	BEGINNING BALANCE	176	251001				10/29/19	290698.65	0
NEW YEAR	1/20	BEGINNING BALANCE	450	169944				10/29/19	289056.11	0
NEW YEAR	1/20	BEGINNING BALANCE	320	131001				10/29/19	265214.54	0
NEW YEAR	1/20	BEGINNING BALANCE	230	131440				10/29/19	246488.11	0
NEW YEAR	1/20	BEGINNING BALANCE	410	270000				10/29/19	239357.04	0
NEW YEAR	1/20	BEGINNING BALANCE	440	133177				10/29/19	223239.26	0
NEW YEAR	1/20	BEGINNING BALANCE	001	101030				10/29/19	223116.49	0
NEW YEAR	1/20	BEGINNING BALANCE	901	164972				10/29/19	221581.21	0
NEW YEAR	1/20	BEGINNING BALANCE	450	180910				10/29/19	218925	0
NEW YEAR	1/20	BEGINNING BALANCE	001	115105				10/29/19	218372.59	0
NEW YEAR	1/20	BEGINNING BALANCE	230	103207				10/29/19	215496.09	0
NEW YEAR	1/20	BEGINNING BALANCE	440	166944				10/29/19	204773.28	0
NEW YEAR	1/20	BEGINNING BALANCE	490	115115				10/29/19	194689.04	0
NEW YEAR	1/20	BEGINNING BALANCE	001	218111				10/29/19	178780.84	0
NEW YEAR	1/20	BEGINNING BALANCE	450	166933				10/29/19	167995	0
NEW YEAR	1/20	BEGINNING BALANCE	490	202101				10/29/19	160810.97	0
NEW YEAR	1/20	BEGINNING BALANCE	119	131440				10/29/19	157097.34	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166921				10/29/19	156720.18	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166914				10/29/19	145557.78	0
NEW YEAR	1/20	BEGINNING BALANCE	001	202111				10/29/19	138927.46	0
NEW YEAR	1/20	BEGINNING BALANCE	440	180910				10/29/19	135938.24	0
NEW YEAR	1/20	BEGINNING BALANCE	410	166944				10/29/19	122778.66	0
NEW YEAR	1/20	BEGINNING BALANCE	440	166974				10/29/19	120153.65	0
NEW YEAR	1/20	BEGINNING BALANCE	176	133131				10/29/19	116970.94	0
NEW YEAR	1/20	BEGINNING BALANCE	450	101450				10/29/19	110000	0
NEW YEAR	1/20	BEGINNING BALANCE	320	133131				10/29/19	100000	0
NEW YEAR	1/20	BEGINNING BALANCE	230	115104				10/29/19	98589.14	0
NEW YEAR	1/20	BEGINNING BALANCE	440	166933				10/29/19	95799.11	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166919				10/29/19	94186.13	0
NEW YEAR	1/20	BEGINNING BALANCE	118	131450				10/29/19	89007.17	0
NEW YEAR	1/20	BEGINNING BALANCE	230	103213				10/29/19	87202.17	0
NEW YEAR	1/20	BEGINNING BALANCE	440	208130				10/29/19	86818.6	0
NEW YEAR	1/20	BEGINNING BALANCE	490	101010				10/29/19	84249.73	0
NEW YEAR	1/20	BEGINNING BALANCE	450	170958				10/29/19	80983.03	0
NEW YEAR	1/20	BEGINNING BALANCE	440	101111				10/29/19	78997.09	0
NEW YEAR	1/20	BEGINNING BALANCE	320	101010				10/29/19	78360.82	0
NEW YEAR	1/20	BEGINNING BALANCE	001	218117				10/29/19	76898.94	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166972				10/29/19	70749.54	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166951				10/29/19	70383.92	0
NEW YEAR	1/20	BEGINNING BALANCE	001	155102				10/29/19	69006.99	0
NEW YEAR	1/20	BEGINNING BALANCE	320	103206				10/29/19	68050.56	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166968				10/29/19	65494.38	0
NEW YEAR	1/20	BEGINNING BALANCE	450	131176				10/29/19	63668.26	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166928				10/29/19	61828.05	0
NEW YEAR	1/20	BEGINNING BALANCE	118	131490				10/29/19	61798.67	0
NEW YEAR	1/20	BEGINNING BALANCE	490	115114				10/29/19	59548.53	0
NEW YEAR	1/20	BEGINNING BALANCE	176	133132				10/29/19	57974.62	0
NEW YEAR	1/20	BEGINNING BALANCE	450	270000				10/29/19	56581.45	0
NEW YEAR	1/20	BEGINNING BALANCE	001	218115				10/29/19	53456.69	0
NEW YEAR	1/20	BEGINNING BALANCE	001	115113				10/29/19	51500.37	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166969				10/29/19	50694.55	0
NEW YEAR	1/20	BEGINNING BALANCE	001	270000				10/29/19	48702.7	0
NEW YEAR	1/20	BEGINNING BALANCE	001	218124				10/29/19	47641.43	0
NEW YEAR	1/20	BEGINNING BALANCE	450	133101				10/29/19	44437.91	0
NEW YEAR	1/20	BEGINNING BALANCE	410	131440				10/29/19	43269.01	0
NEW YEAR	1/20	BEGINNING BALANCE	440	131450				10/29/19	43177.25	0
NEW YEAR	1/20	BEGINNING BALANCE	001	218122				10/29/19	38529.69	0
NEW YEAR	1/20	BEGINNING BALANCE	118	131119				10/29/19	36560.18	0
NEW YEAR	1/20	BEGINNING BALANCE	176	131320				10/29/19	34516.78	0
NEW YEAR	1/20	BEGINNING BALANCE	119	131450				10/29/19	27470.54	0
NEW YEAR	1/20	BEGINNING BALANCE	180	131176				10/29/19	27096	0
NEW YEAR	1/20	BEGINNING BALANCE	118	131180				10/29/19	25704.02	0
NEW YEAR	1/20	BEGINNING BALANCE	440	131176				10/29/19	25395.54	0
NEW YEAR	1/20	BEGINNING BALANCE	119	131118				10/29/19	24127.24	0
NEW YEAR	1/20	BEGINNING BALANCE	119	131490				10/29/19	23988.04	0
NEW YEAR	1/20	BEGINNING BALANCE	119	131180				10/29/19	22983.3	0
NEW YEAR	1/20	BEGINNING BALANCE	901	166937				10/29/19	21052.12	0
